round: 0
step: 0
Movement. id robot:0 point:(73, 82) , energy:998
Movement. id robot:1 point:(77, 56) , energy:998
Movement. id robot:2 point:(21, 56) , energy:998
Movement. id robot:3 point:(91, 45) , energy:998
Movement. id robot:4 point:(98, 28) , energy:998
Did not movement. id robot:5 point:(29, 46) , energy:999
Movement. id robot:6 point:(64, 46) , energy:998
Movement. id robot:7 point:(98, 4) , energy:998
Movement. id robot:8 point:(86, 99) , energy:998
Movement. id robot:9 point:(68, 31) , energy:998
Movement. id robot:10 point:(81, 85) , energy:998
Movement. id robot:11 point:(99, 4) , energy:998
Did not movement. id robot:12 point:(69, 52) , energy:999
Did not movement. id robot:13 point:(93, 68) , energy:999
Did not movement. id robot:14 point:(54, 8) , energy:999
Movement. id robot:15 point:(19, 45) , energy:998
Movement. id robot:16 point:(30, 99) , energy:998
Movement. id robot:17 point:(65, 76) , energy:998
Movement. id robot:18 point:(3, 39) , energy:998
Movement. id robot:19 point:(34, 96) , energy:998
Movement. id robot:20 point:(51, 72) , energy:998
Did not movement. id robot:21 point:(11, 27) , energy:999
Did not movement. id robot:22 point:(90, 79) , energy:999
Movement. id robot:23 point:(34, 46) , energy:998
Movement. id robot:24 point:(15, 22) , energy:998
Movement. id robot:25 point:(42, 71) , energy:998
Movement. id robot:26 point:(62, 49) , energy:998
step: 1
Did not movement. id robot:0 point:(73, 82) , energy:997
Movement. id robot:1 point:(77, 57) , energy:996
Movement. id robot:2 point:(21, 57) , energy:996
Movement. id robot:3 point:(91, 46) , energy:996
Movement. id robot:4 point:(99, 28) , energy:996
Movement. id robot:5 point:(30, 47) , energy:997
Did not movement. id robot:6 point:(64, 46) , energy:997
Movement. id robot:7 point:(99, 5) , energy:996
Movement. id robot:8 point:(87, 99) , energy:996
Did not movement. id robot:9 point:(68, 31) , energy:997
Movement. id robot:10 point:(82, 85) , energy:996
Movement. id robot:11 point:(99, 5) , energy:996
Movement. id robot:12 point:(70, 52) , energy:997
Movement. id robot:13 point:(94, 68) , energy:997
Movement. id robot:14 point:(54, 9) , energy:997
Movement. id robot:15 point:(20, 45) , energy:996
Did not movement. id robot:16 point:(30, 99) , energy:997
Did not movement. id robot:17 point:(65, 76) , energy:997
Did not movement. id robot:18 point:(3, 39) , energy:997
Movement. id robot:19 point:(35, 96) , energy:996
Movement. id robot:20 point:(52, 73) , energy:996
Movement. id robot:21 point:(12, 27) , energy:997
Movement. id robot:22 point:(90, 80) , energy:997
Movement. id robot:23 point:(34, 47) , energy:996
Did not movement. id robot:24 point:(15, 22) , energy:997
Did not movement. id robot:25 point:(42, 71) , energy:997
Movement. id robot:26 point:(63, 50) , energy:996
step: 2
Did not movement. id robot:0 point:(73, 82) , energy:996
Movement. id robot:1 point:(78, 58) , energy:994
Movement. id robot:2 point:(21, 58) , energy:994
Movement. id robot:3 point:(91, 47) , energy:994
Movement. id robot:4 point:(99, 29) , energy:994
Movement. id robot:5 point:(30, 48) , energy:995
Movement. id robot:6 point:(65, 46) , energy:995
Movement. id robot:7 point:(99, 5) , energy:994
Movement. id robot:8 point:(88, 99) , energy:994
Movement. id robot:9 point:(69, 31) , energy:995
Movement. id robot:10 point:(83, 85) , energy:994
Movement. id robot:11 point:(99, 6) , energy:994
Did not movement. id robot:12 point:(70, 52) , energy:996
Movement. id robot:13 point:(94, 69) , energy:995
Movement. id robot:14 point:(55, 9) , energy:995
Movement. id robot:15 point:(21, 45) , energy:994
Movement. id robot:16 point:(30, 99) , energy:995
Movement. id robot:17 point:(66, 76) , energy:995
Did not movement. id robot:18 point:(3, 39) , energy:996
Did not movement. id robot:19 point:(35, 96) , energy:995
Did not movement. id robot:20 point:(52, 73) , energy:995
Did not movement. id robot:21 point:(12, 27) , energy:996
Did not movement. id robot:22 point:(90, 80) , energy:996
Movement. id robot:23 point:(35, 48) , energy:994
Movement. id robot:24 point:(16, 23) , energy:995
Movement. id robot:25 point:(43, 72) , energy:995
Movement. id robot:26 point:(64, 51) , energy:994
step: 3
Movement. id robot:0 point:(74, 83) , energy:994
Did not movement. id robot:1 point:(78, 58) , energy:993
Movement. id robot:2 point:(22, 59) , energy:992
Movement. id robot:3 point:(91, 48) , energy:992
Movement. id robot:4 point:(99, 30) , energy:992
Movement. id robot:5 point:(30, 49) , energy:993
Movement. id robot:6 point:(66, 46) , energy:993
Movement. id robot:7 point:(99, 6) , energy:992
Movement. id robot:8 point:(89, 99) , energy:992
Movement. id robot:9 point:(70, 31) , energy:993
Movement. id robot:10 point:(84, 86) , energy:992
Movement. id robot:11 point:(99, 7) , energy:992
Movement. id robot:12 point:(70, 53) , energy:994
Did not movement. id robot:13 point:(94, 69) , energy:994
Movement. id robot:14 point:(55, 10) , energy:993
Movement. id robot:15 point:(21, 46) , energy:992
Movement. id robot:16 point:(31, 99) , energy:993
Movement. id robot:17 point:(67, 76) , energy:993
Movement. id robot:18 point:(4, 39) , energy:994
Did not movement. id robot:19 point:(35, 96) , energy:994
Movement. id robot:20 point:(53, 74) , energy:993
Did not movement. id robot:21 point:(12, 27) , energy:995
Movement. id robot:22 point:(91, 81) , energy:994
Movement. id robot:23 point:(36, 48) , energy:992
Movement. id robot:24 point:(17, 23) , energy:993
Movement. id robot:25 point:(44, 72) , energy:993
Movement. id robot:26 point:(64, 52) , energy:992
step: 4
Movement. id robot:0 point:(74, 84) , energy:992
Did not movement. id robot:1 point:(78, 58) , energy:992
Movement. id robot:2 point:(23, 60) , energy:990
Movement. id robot:3 point:(92, 49) , energy:990
Movement. id robot:4 point:(99, 31) , energy:990
Movement. id robot:5 point:(31, 50) , energy:991
Movement. id robot:6 point:(67, 47) , energy:991
Movement. id robot:7 point:(99, 6) , energy:990
Movement. id robot:8 point:(89, 99) , energy:990
Movement. id robot:9 point:(70, 32) , energy:991
Movement. id robot:10 point:(85, 86) , energy:990
Movement. id robot:11 point:(99, 8) , energy:990
Movement. id robot:12 point:(71, 54) , energy:992
Movement. id robot:13 point:(95, 70) , energy:992
Did not movement. id robot:14 point:(55, 10) , energy:992
Did not movement. id robot:15 point:(21, 46) , energy:991
Movement. id robot:16 point:(31, 99) , energy:991
Did not movement. id robot:17 point:(67, 76) , energy:992
Did not movement. id robot:18 point:(4, 39) , energy:993
Movement. id robot:19 point:(36, 96) , energy:992
Movement. id robot:20 point:(54, 74) , energy:991
Did not movement. id robot:21 point:(12, 27) , energy:994
Movement. id robot:22 point:(92, 82) , energy:992
Movement. id robot:23 point:(37, 49) , energy:990
Did not movement. id robot:24 point:(17, 23) , energy:992
Movement. id robot:25 point:(45, 73) , energy:991
Movement. id robot:26 point:(65, 53) , energy:990
step: 5
Movement. id robot:0 point:(75, 84) , energy:990
Movement. id robot:1 point:(78, 59) , energy:990
Movement. id robot:2 point:(23, 61) , energy:988
Movement. id robot:3 point:(93, 49) , energy:988
Movement. id robot:4 point:(99, 32) , energy:988
Did not movement. id robot:5 point:(31, 50) , energy:990
Movement. id robot:6 point:(68, 48) , energy:989
Movement. id robot:7 point:(99, 7) , energy:988
Movement. id robot:8 point:(90, 99) , energy:988
Movement. id robot:9 point:(71, 32) , energy:989
Movement. id robot:10 point:(85, 87) , energy:988
Movement. id robot:11 point:(99, 9) , energy:988
Did not movement. id robot:12 point:(71, 54) , energy:991
